application_number;application_date;registration_date;application_language_code;second_language_code;expiry_date;name
4514;018016952;2019-01-30;2019-05-18;en;de;2029-01-30;ARIMENTA
4515;018016953;2019-01-30;2019-05-18;en;de;2029-01-30;ARIMONDO
4516;018016954;2019-01-31;2019-05-18;en;fr;2029-01-31;RETRO STAGE
4517;018016955;2019-01-31;2019-05-18;en;fr;2029-01-31;deconovo
4518;018016959;2019-01-31;2019-05-18;es;en;2029-01-31;HELIOCARE PET
4519;018016960;2019-01-31;2019-05-18;es;en;2029-01-31;HELIOCARE VET
4520;018016961;2019-01-31;2019-05-15;es;en;2029-01-31;INMUNOFERON PET
4521;018016962;2019-01-31;2019-05-15;es;en;2029-01-31;INMUNOFERON VET
4522;018016966;2019-01-31;2019-06-12;fr;en;2029-01-31;LOUIS-HECTOR
4523;018016969;2019-01-31;2020-01-25;es;en;2029-01-31;SMARTPATIENT
4524;018016972;2019-01-31;2019-06-15;de;en;2029-01-31;Shofu Universal Primer
4525;018016974;2019-05-13;2019-08-28;es;en;2029-05-13;ZISMERO
4526;018016976;2019-01-31;2019-06-15;de;en;2029-01-31;HC Primer
4527;018016981;2019-01-31;2019-06-15;de;en;2029-01-31;Metal Photo Primer
4528;018016984;2019-01-31;2019-05-18;en;it;2029-01-31;MessBebe
4529;018016988;2019-05-13;2019-08-28;es;en;2029-05-13;AZACÁN
4530;018016990;2019-01-31;2019-06-01;nl;en;2029-01-31;VOLTYMAIL
4531;018016992;2019-01-31;2019-05-16;en;de;2029-01-31;SUQQU 3D CONTROL EYEBROW
4532;018016996;2019-01-31;2019-06-14;en;it;2029-01-31;Xinlie
4533;018016997;2019-01-31;2019-05-17;en;de;2029-01-31;SUQQU TONE TOUCH EYES
4534;018017004;2019-01-31;2019-06-20;en;de;2029-01-31;LEGO Education SPIKE
4535;018017008;2019-01-31;2019-08-27;fr;en;2029-01-31;POPOPOP
4536;018017012;2019-01-31;2019-06-13;en;fr;2029-01-31;OHA
4537;018017033;2019-01-28;2019-05-14;es;en;2029-01-28;P.C.M WORKS
4538;018017056;2019-01-30;2019-05-18;cs;en;2029-01-30;Man and Wolf
4539;018017057;2019-01-30;2019-05-31;pl;en;2029-01-30;EVELINE COSMETICS MILK INFUSION
4540;018017059;2019-01-30;2019-05-18;en;de;2029-01-30;PREMCC
4541;018017060;2019-01-30;2019-05-28;en;es;2029-01-30;FLAME
4542;018017064;2019-01-30;2019-05-15;en;de;2029-01-30;Younicorn Vitamins
4543;018017068;2019-01-30;2019-05-30;en;fr;2029-01-30;ToyTouch
4544;018017070;2019-01-30;2020-03-10;de;en;2029-01-30;Water4Two
4545;018017072;2019-01-30;2019-05-18;en;fr;2029-01-30;AINPECCA
4546;018017074;2019-01-30;2019-11-07;de;en;2029-01-30;AGRAVIS
4547;018017078;2019-01-30;2019-05-15;fr;en;2029-01-30;Pascal Mathieu
4548;018017085;2019-01-30;2019-06-05;de;en;2029-01-30;ViMaro
4549;018017088;2019-01-30;2019-06-08;da;en;2029-01-30;Triumph Crib5
4550;018017090;2019-01-30;2019-06-01;it;en;2029-01-30;PHOTOSI'
4551;018017092;2019-01-30;2019-09-21;en;es;2029-01-30;DISCOUNT ANARCHY
4552;018017093;2019-01-30;2019-05-15;en;es;2029-01-30;Dartcharge
4553;018017097;2019-01-30;2019-06-22;nl;en;2029-01-30;Pinpalm
4554;018017098;2019-01-30;2019-07-17;de;en;2029-01-30;LICHTENHELDT - The CMO Expert
4555;018017099;2019-01-30;2019-05-15;en;es;2029-01-30;Chargevroom
4556;018017100;2019-01-30;2019-12-06;en;es;2029-01-30;Chargeturbo
4557;018017101;2019-01-30;2019-05-15;en;es;2029-01-30;Whoopscharge
4558;018017104;2019-01-30;2019-05-15;en;es;2029-01-30;Vroom
4559;018017107;2019-01-30;2019-06-18;en;es;2029-01-30;abitku
4560;018017109;2019-01-30;2019-05-23;de;en;2029-01-30;SK-I Süddeutschland
4561;018017114;2019-01-30;2019-07-03;pt;en;2029-01-30;COMPAL ESSENCIAL À COLHER
4562;018017116;2019-01-30;2019-06-13;en;de;2029-01-30;FLUKE THERMOVIEW
4563;018017119;2019-01-30;2019-05-22;de;en;2029-01-30;Herania SICAV-SIF-Moheio
4564;018017122;2019-01-30;2019-05-23;de;en;2029-01-30;DCP – Dividende Plus
4565;018017123;2019-01-30;2019-07-05;en;fr;2029-01-30;RECOR MEDICAL RADIANCE
4566;018017124;2019-01-30;2019-06-18;de;en;2029-01-30;Invisys
4567;018017125;2019-01-30;2019-05-29;en;es;2029-01-30;WARBORN
4568;018017127;2019-01-30;2019-06-11;nl;en;2029-01-30;SMART URBAN KIOSK
4569;018017129;2019-01-30;2019-05-16;it;en;2029-01-30;Deasana
4570;018017130;2019-01-30;2019-07-17;nl;en;2029-01-30;BOREAS
4571;018017131;2019-01-30;2019-07-02;en;fr;2029-01-30;MagnaClean Professional3 Sense
4572;018017136;2019-01-30;2019-06-11;nl;en;2029-01-30;DEVDAYS
4573;018017142;2019-01-30;2019-05-16;de;en;2029-01-30;Denim like a Sweat
4574;018017144;2019-01-30;2019-06-13;en;it;2029-01-30;AeroFiberG
4575;018017147;2019-01-30;2019-08-03;it;en;2029-01-30;FERRERO MIXTERS
4576;018017149;2019-01-30;2019-05-15;de;en;2029-01-30;BLK NOW
4577;018017151;2019-01-30;2019-05-15;de;en;2029-01-30;BLK SKY
4578;018017152;2019-01-30;2019-07-16;en;it;2029-01-30;FORGED FANTASY
4579;018017153;2019-01-30;2019-05-28;en;de;2029-01-30;POWER OF 9
4580;018017157;2019-01-30;2019-08-30;en;fr;2029-01-30;PROTECT POINT
4581;018017158;2019-01-30;2019-05-16;it;en;2029-01-30;ACRILUX
4582;018017160;2019-01-30;2019-09-10;fr;en;2029-01-30;GREENPRIVE
4583;018017161;2019-01-30;2019-05-15;ro;en;2029-01-30;VAUNT
4584;018017166;2019-01-30;2019-06-21;de;en;2029-01-30;Königin der Nacht
4585;018017168;2019-01-30;2019-05-30;de;en;2029-01-30;KiBaNoK
4586;018017169;2019-01-30;2019-09-11;en;fr;2029-01-30;NTT Global Networks
4587;018017171;2019-01-30;2019-06-27;en;it;2029-01-30;HOUSE OF ASHES
4588;018017175;2019-01-30;2019-05-18;en;de;2029-01-30;Sirion Seafood
4589;018017176;2019-01-30;2019-06-13;en;fr;2029-01-30;REVEL SMILE
4590;018017178;2019-01-30;2019-05-16;fr;en;2029-01-30;PACT GROUP
4591;018017182;2019-01-30;2019-06-20;pl;en;2029-01-30;exalus
4592;018017186;2019-01-30;2019-05-30;fr;en;2029-01-30;TUBAIRFREE
4593;018017191;2019-01-31;2019-09-10;de;en;2029-01-31;PRO4WORK
4594;018017192;2019-01-31;2019-06-14;de;en;2029-01-31;Thrombomate
4595;018017193;2019-01-31;2019-05-29;de;en;2029-01-31;CellVital Center of excellence
4596;018017194;2019-01-31;2019-06-11;en;de;2029-01-31;9.58
4597;018017197;2019-01-31;2019-05-15;en;de;2029-01-31;RowErg
4598;018017198;2019-01-31;2019-06-14;de;en;2029-01-31;PRINTYOMO
4599;018017199;2019-01-31;2019-06-15;de;en;2029-01-31;energybuddy
4600;018017203;2019-01-31;2019-05-18;en;it;2029-01-31;Cosddict
4601;018017208;2019-01-31;2019-06-01;nl;en;2029-01-31;VOLTYCASH
4602;018017209;2019-01-31;2020-01-14;es;en;2029-01-31;MAVERICK
4603;018017212;2019-01-31;2019-05-17;fr;en;2029-01-31;Kili Technology
4604;018017213;2019-01-31;2019-06-19;de;en;2029-01-31;ecoCoating powered by Fritz Winter
4605;018017214;2019-01-31;2019-06-20;en;es;2029-01-31;AL-AJDAD
4606;018017215;2019-01-31;2019-06-19;de;en;2029-01-31;SeFko Kompakttellerfeder
4607;018017218;2019-01-31;2019-06-14;en;es;2029-01-31;iRelax
4608;018017220;2019-01-31;2019-05-22;it;en;2029-01-31;vignapura
4609;018017222;2019-01-31;2019-06-18;de;en;2029-01-31;xinco
4610;018017228;2019-01-31;2019-05-30;de;en;2029-01-31;Foxio Consulting
4611;018017229;2019-01-31;2019-07-19;es;en;2029-01-31;EXIT FABRICS BY SILLTEX
4612;018017230;2019-01-31;2019-06-06;de;en;2029-01-31;WLDOHO
4613;018017231;2019-01-31;2019-06-13;nl;en;2029-01-31;PEVASTAR
4614;018017240;2019-01-31;2019-06-06;de;en;2029-01-31;evoMax
4615;018017241;2019-01-31;2019-09-04;en;fr;2029-01-31;AFFIX
4616;018017243;2019-01-31;2019-06-19;en;es;2029-01-31;Ururtm
4617;018017245;2019-01-31;2019-10-23;en;it;2029-01-31;HUMANS OF MUSIC
4618;018017249;2019-01-31;2019-10-23;en;it;2029-01-31;CREDIT WHERE CREDIT IS DUE
4619;018017250;2019-01-31;2019-04-25;en;de;2029-01-31;Silikat-Klimafeinputz
4620;018017253;2019-01-31;2019-06-26;en;fr;2029-01-31;STORY A1
4621;018017254;2019-01-31;2019-07-01;de;en;2029-01-31;ZNAP
4622;018017255;2019-01-31;2019-05-18;en;fr;2029-01-31;CENTURY INTELLIGENT LEARNING
4623;018017257;2019-01-31;2019-06-05;en;de;2029-01-31;Wohlfühlfarbe
4624;018017262;2019-01-31;2019-05-30;fr;en;2029-01-31;rebelle comme des pirates
4625;018017263;2019-01-31;2019-05-22;it;en;2029-01-31;TEMPORETE
4626;018017264;2019-01-31;2019-06-04;lv;en;2029-01-31;Koitniecer
4627;018017266;2019-01-31;2019-06-04;lv;en;2029-01-31;CIPOGL
4628;018017268;2019-01-31;2019-06-04;lv;en;2029-01-31;Hertsen
4629;018017272;2019-01-31;2019-07-04;en;es;2029-01-31;Benico
4630;018017276;2019-01-31;2019-07-04;en;es;2029-01-31;Cretimo
4631;018017277;2019-01-31;2019-07-04;en;es;2029-01-31;Wysco
4632;018017279;2019-01-31;2019-07-04;en;es;2029-01-31;Cenomo
4633;018017282;2019-01-31;2020-10-29;en;es;2029-01-31;Celumo
4634;018017283;2019-03-01;2019-06-27;bg;en;2029-03-01;Orbixpay
4635;018017284;2019-01-31;2019-07-04;en;es;2029-01-31;Kepla
4636;018017285;2019-01-31;2019-06-26;en;de;2029-01-31;RAVAPOR
4637;018017286;2019-01-31;2019-07-04;en;es;2029-01-31;OPPO Kepla
4638;018017287;2019-01-31;2019-05-29;it;en;2029-01-31;JEMT
4639;018017288;2019-01-31;2019-05-31;es;en;2029-01-31;ECO-PA TANKS
4640;018017290;2019-01-31;2019-07-09;en;it;2029-01-31;NESTA CHALLENGES
4641;018017296;2019-01-31;2019-07-03;en;fr;2029-01-31;SafeguardAEO
4642;018017297;2019-01-31;2019-08-03;en;de;2029-01-31;COMPOSE
4643;018017298;2019-01-31;2019-05-17;es;en;2029-01-31;SIKTUPAR
4644;018017299;2019-01-31;2019-06-01;fr;en;2029-01-31;GEMMOSSENTIEL
4645;018017333;2019-01-30;2019-07-16;en;fr;2029-01-30;WINEIFY
4646;018017336;2019-01-30;2019-08-22;de;en;2029-01-30;Dücker Conveyor Systems
4647;018017339;2019-01-30;2019-08-03;en;fr;2029-01-30;PROGAGE
4648;018017341;2019-01-30;2019-07-16;en;fr;2029-01-30;PERK
4649;018017343;2019-01-30;2019-05-18;en;de;2029-01-30;YOU’RE INVITED . . .
4650;018017344;2019-01-30;2019-08-01;en;fr;2029-01-30;NXT TECHNOLOGIES
4651;018017346;2019-01-30;2019-05-15;es;en;2029-01-30;BAGOA DO MIÑO
4652;018017347;2019-01-30;2019-05-17;en;fr;2029-01-30;FOUNDING FATHERS
4653;018017348;2019-01-30;2019-09-10;en;fr;2029-01-30;OneRNA
4654;018017350;2019-01-30;2019-06-05;en;fr;2029-01-30;THE PORTERHOUSE BREWING COMPANY
4655;018017359;2019-01-30;2019-05-16;de;en;2029-01-30;Cantico
4656;018017362;2019-01-30;2019-06-13;en;de;2029-01-30;TXM
4657;018017364;2019-01-30;2019-05-15;en;de;2029-01-30;TAW
4658;018017366;2019-01-30;2019-05-15;en;de;2029-01-30;TFL
4659;018017367;2019-01-30;2019-06-13;en;es;2029-01-30;PRECISION1
4660;018017368;2019-01-30;2019-05-24;pl;en;2029-01-30;SELFIE READY
4661;018017370;2019-01-30;2019-06-13;en;es;2029-01-30;PRECISION7
4662;018017372;2019-01-30;2019-05-25;en;de;2029-01-30;7063
4663;018017373;2019-01-30;2019-05-24;fr;en;2029-01-30;DYNEFF
4664;018017374;2019-01-30;2019-05-16;it;en;2029-01-30;BARONE PIZZINI
4665;018017375;2019-01-30;2019-06-13;en;es;2029-01-30;PRECISION14
4666;018017376;2019-01-30;2019-07-06;en;fr;2029-01-30;6 PACK FITNESS
4667;018017377;2019-01-30;2019-06-01;it;en;2029-01-30;ARTISANS OF THE FUTURE
4668;018017379;2019-01-30;2019-06-13;en;es;2029-01-30;PRECISION30
4669;018017380;2019-01-30;2019-06-14;fr;en;2029-01-30;EMKI POP
4670;018017389;2019-01-30;2019-06-08;fi;en;2029-01-30;BOLDA
4671;018017392;2019-01-30;2019-06-11;es;en;2029-01-30;FEARLESS CITIES
4672;018017395;2019-01-30;2019-06-13;en;de;2029-01-30;KNACKI
4673;018017399;2019-01-30;2019-08-24;en;fr;2029-01-30;iKEY
4674;018017400;2019-01-30;2019-05-17;en;de;2029-01-30;TW SINUS
4675;018017402;2019-01-30;2019-06-04;en;de;2029-01-30;Tannus ARMOUR
4676;018017404;2019-01-30;2019-06-01;en;es;2029-01-30;BEING
4677;018017406;2019-01-30;2019-07-05;en;it;2029-01-30;WILL'S ARK
4678;018017408;2019-01-30;2019-06-12;en;es;2029-01-30;FabAXCEL
4679;018017411;2019-01-30;2019-06-11;nl;en;2029-01-30;MINKOWSKI
4680;018017415;2019-01-30;2019-05-31;en;it;2029-01-30;ZYNTEGLO
4681;018017416;2019-01-30;2019-06-28;en;fr;2029-01-30;CEH-ASSIST
4682;018017421;2019-01-30;2019-05-22;sv;en;2029-01-30;HILLS
4683;018017422;2019-01-30;2019-05-30;es;en;2029-01-30;PERRO DE SAN JUAN
4684;018017426;2019-01-30;2019-09-12;en;fr;2029-01-30;THE INSTITUTE OF OPERATIONAL RISK
4685;018017427;2019-01-30;2019-08-02;en;fr;2029-01-30;DINOSHAKES
4686;018017428;2019-01-30;2019-05-17;es;en;2029-01-30;WK DESIGN
4687;018017429;2019-01-30;2019-05-31;fr;en;2029-01-30;BONICI
4688;018017431;2019-01-30;2019-05-18;fr;en;2029-01-30;FonaTech
4689;018017432;2019-01-30;2019-09-09;en;fr;2029-01-30;FIRELILY
4690;018017438;2019-01-30;2019-10-19;it;en;2029-01-30;EUXSA
4691;018017440;2019-01-31;2019-10-22;it;en;2029-01-31;REY6
4692;018017443;2019-01-31;2019-05-25;fr;en;2029-01-31;REPLICA
4693;018017445;2019-01-31;2019-12-14;en;it;2029-01-31;RIVERMAX
4694;018017446;2019-01-31;2019-06-11;en;fr;2029-01-31;Pikiu
4695;018017447;2019-01-31;2019-06-01;nl;en;2029-01-31;VOLTYSYSTEM
4696;018017449;2019-01-31;2019-06-18;en;it;2029-01-31;ANDRÉ FU LIVING
4697;018017459;2019-01-31;2019-06-01;nl;en;2029-01-31;VOLTYSERVICE
4698;018017466;2019-01-31;2019-05-18;sv;en;2029-01-31;Speedhoc
4699;018017467;2019-01-31;2020-02-07;en;de;2029-01-31;WHYSPER
4700;018017468;2019-01-31;2019-05-18;pt;en;2029-01-31;Shaub & Fischer
4701;018017473;2019-01-31;2019-07-23;nl;en;2029-01-31;9toShine
4702;018017474;2019-01-31;2019-04-26;en;de;2029-01-31;Klimafeinputz
4703;018017476;2019-01-31;2019-05-30;de;en;2029-01-31;CrimpCloud
4704;018017482;2019-01-31;2019-06-15;de;en;2029-01-31;lite venture
4705;018017490;2019-01-31;2019-06-15;en;it;2029-01-31;TELL US ONCE
4706;018017494;2019-01-31;2019-05-22;en;fr;2029-01-31;CERASTRONG
4707;018017495;2019-01-31;2019-05-23;de;en;2029-01-31;lamayou
4708;018017497;2019-01-31;2019-05-18;it;en;2029-01-31;AYB ORIGINAL
4709;018017501;2019-01-31;2019-05-31;it;en;2029-01-31;DAIPEPEALLATUAVITA
4710;018017502;2019-01-31;2019-09-25;nl;en;2029-01-31;LICHTMACHT
4711;018017509;2019-01-31;2019-05-22;en;de;2029-01-31;REARAND
4712;018017511;2019-01-31;2020-02-08;el;en;2029-01-31;SPORTWATER
4713;018017512;2019-01-31;2019-05-30;de;en;2029-01-31;SLEEPEROO
4714;018017513;2019-01-31;2019-08-21;nl;en;2029-01-31;ECOS-CY
4715;018017514;2019-01-31;2019-08-14;en;de;2029-01-31;TEMPO
4716;018017515;2019-01-31;2019-06-14;en;de;2029-01-31;PIN
4717;018017518;2019-01-31;2019-09-14;de;en;2029-01-31;Unilock
4718;018017519;2019-01-31;2019-07-04;en;fr;2029-01-31;DORCHESTER INDUSTRIES
4719;018017521;2019-01-31;2019-06-14;en;fr;2029-01-31;CARPEDIEM
4720;018017522;2019-01-31;2019-08-07;cs;en;2029-01-31;FENIX
4721;018017523;2019-01-31;2019-07-13;en;fr;2029-01-31;SLIMS LIMS + ELN
4722;018017525;2019-01-31;2019-05-22;sv;en;2029-01-31;FOGAROLLI
4723;018017526;2019-01-31;2019-10-09;en;es;2029-01-31;MAKERVERSITY
4724;018017527;2019-01-31;2019-07-13;en;fr;2029-01-31;SLIMS
4725;018017531;2019-01-31;2019-05-17;es;en;2029-01-31;EXPERIENCIAS
4726;018017532;2019-01-31;2019-05-18;en;es;2029-01-31;Entertrainin
4727;018017534;2019-01-31;2019-05-22;en;fr;2029-01-31;MS WAYBRIGHT
4728;018017543;2019-01-31;2019-05-22;en;it;2029-01-31;12 MILE
4729;018017545;2019-01-31;2019-08-24;de;en;2029-01-31;REVOLUZION
4730;018017548;2019-01-31;2019-06-14;en;de;2029-01-31;FLEXLINE
4731;018017553;2019-01-31;2020-08-28;el;en;2029-01-31;CMS PRIME
4732;018017559;2019-03-13;2019-07-03;es;en;2029-03-13;VIA QUANTICA
4733;018017562;2019-01-31;2019-06-18;de;en;2029-01-31;TETRA-TAG
4734;018017563;2019-01-31;2019-05-17;es;en;2029-01-31;CAFE VALYRIO
4735;018017565;2019-01-31;2019-05-18;fr;en;2029-01-31;lachaussettedemasque
4736;018017566;2019-01-31;2020-06-19;fr;en;2029-01-31;goggleglove
4737;018017570;2019-02-01;2019-07-26;de;en;2029-02-01;toolcraft
4738;018017573;2019-02-01;2019-06-04;cs;en;2029-02-01;MWP
4739;018017574;2019-02-01;2019-07-02;it;en;2029-02-01;Prachurata
4740;018017576;2019-02-01;2019-06-05;de;en;2029-02-01;SeReMo
4741;018017577;2019-02-01;2019-05-18;de;en;2029-02-01;Klaranähta
4742;018017579;2019-02-01;2019-06-21;de;en;2029-02-01;FLYO
4743;018017583;2019-01-30;2019-08-30;de;en;2029-01-30;companeer
4744;018017591;2019-01-30;2019-07-05;nl;en;2029-01-30;TOTECTORS
4745;018017592;2019-01-30;2020-05-22;it;en;2029-01-30;CONSORZIO VINO CHIANTI
4746;018017596;2019-01-30;2019-05-16;en;fr;2029-01-30;Vanc Home
4747;018017599;2019-01-30;2019-05-15;en;fr;2029-01-30;DARK MAIDEN
4748;018017603;2019-01-30;2019-05-15;en;fr;2029-01-30;TRUNATURE
4749;018017605;2019-01-30;2019-07-17;en;fr;2029-01-30;CARVER
4750;018017607;2019-01-30;2019-06-01;en;fr;2029-01-30;DEK MAGIC
4751;018017608;2019-01-30;2019-11-19;en;de;2029-01-30;workbarn
4752;018017611;2019-01-30;2019-06-13;en;fr;2029-01-30;BIRCHSTEAD
4753;018017614;2019-01-30;2019-05-15;en;it;2029-01-30;DAWN PATROL
4754;018017615;2019-01-30;2019-05-31;en;de;2029-01-30;CONBLADE
4755;018017617;2019-01-30;2019-05-31;es;en;2029-01-30;LOBOS DE SANGRE AZUL
4756;018017619;2019-01-30;2019-07-05;en;it;2029-01-30;SIGFRI
4757;018017624;2019-01-30;2019-12-21;en;fr;2029-01-30;SQUIBI
4758;018017626;2019-01-30;2019-10-17;en;fr;2029-01-30;AEROTECH
4759;018017627;2019-01-30;2019-05-18;en;de;2029-01-30;Xtatio
4760;018017629;2019-01-30;2019-06-20;pl;en;2029-01-30;TR7
4761;018017631;2019-03-11;2019-06-27;de;en;2029-03-11;LOVEDRESS
4762;018017632;2019-01-31;2019-05-18;de;en;2029-01-31;NUEDE
4763;018017637;2019-01-31;2019-05-18;en;fr;2029-01-31;TeamCreator
4764;018017640;2019-01-31;2019-06-06;de;en;2029-01-31;SHUFFLEis1
4765;018017649;2019-01-31;2019-06-12;it;en;2029-01-31;STAYCATION
4766;018017650;2019-01-31;2019-06-28;it;en;2029-01-31;RED CARPET
4767;018017652;2019-01-31;2019-07-05;en;es;2029-01-31;UNLOCK YOUR SPIRIT
4768;018017654;2019-01-31;2019-05-30;es;en;2029-01-31;KERASCALP
4769;018017656;2019-01-31;2019-06-13;en;de;2029-01-31;AVALITE
4770;018017657;2019-01-31;2019-06-04;de;en;2029-01-31;D-TEC
4771;018017658;2019-01-31;2019-05-22;sv;en;2029-01-31;GOTTSCHALK
4772;018017660;2019-01-31;2020-06-22;pl;en;2029-01-31;aparts.pl
4773;018017661;2019-01-31;2019-08-07;cs;en;2029-01-31;ATLAS
4774;018017664;2019-01-31;2019-05-18;de;en;2029-01-31;concellence
4775;018017667;2019-01-31;2019-08-07;es;en;2029-01-31;Plus Space
4776;018017668;2019-01-31;2019-06-05;en;fr;2029-01-31;SPACE FORCE
4777;018017674;2019-01-31;2019-05-30;de;en;2029-01-31;fun pro
4778;018017677;2019-01-31;2019-06-06;de;en;2029-01-31;EZINGER
4779;018017679;2019-01-31;2019-05-31;en;de;2029-01-31;VISOM
4780;018017682;2019-01-31;2020-10-07;fi;en;2029-01-31;CAXINO
4781;018017685;2019-01-31;2019-08-01;nl;en;2029-01-31;HOMRA
4782;018017687;2019-01-31;2019-06-13;nl;en;2029-01-31;YOLORA
4783;018017694;2019-01-31;2019-10-03;en;fr;2029-01-31;iHOLA!
4784;018017700;2019-01-31;2019-07-23;en;fr;2029-01-31;RAMAZÁNKA
4785;018017701;2019-01-31;2019-06-15;en;fr;2029-01-31;V4
4786;018017702;2019-01-31;2019-05-29;en;fr;2029-01-31;MIALLURE
4787;018017703;2019-01-31;2019-06-05;en;de;2029-01-31;ULTRA-AIR
4788;018017705;2019-01-31;2020-09-25;en;de;2029-01-31;POWER INFORMATION NETWORK
4789;018017706;2019-01-31;2019-05-18;sk;en;2029-01-31;Mr.Fresco
4790;018017707;2019-01-31;2019-07-13;en;it;2029-01-31;Fencemate
4791;018017708;2019-01-31;2019-06-08;en;it;2029-01-31;BELVIVO
4792;018017714;2019-01-31;2019-05-24;el;en;2029-01-31;UMEZE
4793;018017715;2019-01-31;2019-12-14;en;fr;2029-01-31;ShapeYourGlass
4794;018017717;2019-01-31;2019-06-14;en;fr;2029-01-31;OMEO
4795;018017718;2019-01-31;2019-06-19;en;fr;2029-01-31;CLOS MAREY-MONGE
4796;018017719;2019-01-31;2019-06-19;en;fr;2029-01-31;MAISON VIVANT
4797;018017722;2019-01-31;2019-07-25;en;fr;2029-01-31;DCUK
4798;018017723;2019-01-31;2019-07-09;en;it;2029-01-31;ETFMG
4799;018017724;2019-01-31;2019-05-17;de;en;2029-01-31;Camunda
4800;018017725;2019-03-07;2019-07-25;en;es;2029-03-07;FINAL TOUCH
4801;018017726;2019-03-01;2019-08-01;it;en;2029-03-01;VISTASOL
4802;018017729;2019-01-31;2019-06-14;en;fr;2029-01-31;CERAFINE
4803;018017730;2019-01-31;2019-07-13;en;it;2029-01-31;RapiDri
4804;018017731;2019-01-31;2019-08-07;en;fr;2029-01-31;VIVANT
4805;018017732;2019-01-31;2019-06-14;en;fr;2029-01-31;ROOTSTOCK
4806;018017736;2019-01-31;2019-06-21;en;fr;2029-01-31;BETTER MOMENTS MAKE THE WORLD SMILE
4807;018017739;2019-01-31;2020-05-22;en;fr;2029-01-31;FlyV
4808;018017740;2019-01-31;2019-05-18;en;fr;2029-01-31;GENTLE CLOUD
4809;018017741;2019-01-31;2019-08-07;cs;en;2029-01-31;OMEGA
4810;018017742;2019-01-31;2020-05-22;en;fr;2029-01-31;FANTASY FINANCE
4811;018017754;2019-01-31;2019-05-22;de;en;2029-01-31;nanosit
4812;018017756;2019-03-06;2019-06-21;fr;en;2029-03-06;TRANACIX
4813;018017759;2019-03-22;2019-08-03;de;en;2029-03-22;GIBAG
4814;018017764;2019-02-01;2019-06-06;en;it;2029-02-01;WASA STEPPING UP FOR THE PLANET
4815;018017766;2019-05-08;2019-12-04;es;en;2029-05-08;GADOR EUROPA
4816;018017768;2019-02-01;2019-07-24;en;de;2029-02-01;KOA
4817;018017770;2019-02-01;2019-07-06;en;es;2029-02-01;LUXOR REVALIA
4818;018017772;2019-02-01;2019-05-18;en;de;2029-02-01;B2prity
4819;018017773;2019-02-01;2019-08-01;en;de;2029-02-01;KOA Smart Option
4820;018017780;2019-02-01;2019-06-06;de;en;2029-02-01;BIGPLAYER
4821;018017781;2019-02-01;2019-05-31;de;en;2029-02-01;CruiseCompanion
4822;018017782;2019-02-01;2019-06-11;it;en;2029-02-01;Lombardi Farmacie
4823;018017787;2019-02-01;2019-05-31;de;en;2029-02-01;CruiseConnect
4824;018017788;2019-02-01;2019-06-04;de;en;2029-02-01;Flammentanz
4825;018017789;2019-02-01;2019-05-18;de;en;2029-02-01;Barón de Villazon
4826;018017792;2019-02-01;2019-05-30;de;en;2029-02-01;CruiseCall
4827;018017797;2019-02-01;2019-06-18;en;de;2029-02-01;NOBEL FIRE
4828;018017798;2019-02-01;2019-10-11;en;es;2029-02-01;HYUNDAI KONA
4829;018017800;2019-02-01;2019-05-18;ro;en;2029-02-01;SOFTESCU
4830;018017801;2019-02-01;2019-05-29;es;en;2029-02-01;CUBANESS
4831;018017803;2019-02-01;2019-05-18;de;en;2029-02-01;Pipex Solutions
4832;018017804;2019-02-01;2019-06-07;en;it;2029-02-01;TRANSFORM THE IMPOSSIBLE
4833;018017805;2019-02-01;2019-07-03;en;fr;2029-02-01;ABOVE
4834;018017806;2019-02-01;2019-05-29;es;en;2029-02-01;TROPIX MEDIA & ENTERTAINMENT
4835;018017809;2019-02-01;2019-07-09;de;en;2029-02-01;QUANTO
4836;018017810;2019-02-01;2020-01-09;da;en;2029-02-01;LABELFREE
4837;018017811;2019-02-01;2019-06-18;en;fr;2029-02-01;SONGLAND
4838;018017814;2019-02-01;2019-05-18;en;de;2029-02-01;PLAN V
4839;018017816;2019-02-01;2019-05-18;en;it;2029-02-01;QIVYNSRY
4840;018017818;2019-02-01;2019-05-18;en;de;2029-02-01;DROP OF LIFE
4841;018017820;2019-02-01;2019-05-30;sv;en;2029-02-01;BUVIDAL REBUILDING LIVES
4842;018017821;2019-02-01;2019-07-13;es;en;2029-02-01;CLINIDEBRI
4843;018017828;2019-02-01;2019-06-22;en;fr;2029-02-01;ACE
4844;018017830;2019-02-01;2019-07-25;nl;en;2029-02-01;BONDIX
4845;018017832;2019-02-01;2019-05-18;nl;en;2029-02-01;Hihome
4846;018017833;2019-01-29;2019-05-22;en;es;2029-01-29;cbd lab
4847;018017859;2019-01-31;2019-05-23;pt;en;2029-01-31;AZOREAN BLISS
4848;018017860;2019-01-31;2019-06-19;en;de;2029-01-31;BOOSTER
4849;018017862;2019-01-31;2019-06-18;en;fr;2029-01-31;BRIDGE TO BIZ
4850;018017863;2019-01-31;2020-02-04;sv;en;2029-01-31;THE ONE ARMED BANDIT
4851;018017866;2019-01-31;2019-05-16;sv;en;2029-01-31;DR FORTUNO
4852;018017868;2019-01-31;2019-06-12;de;en;2029-01-31;HEUMARKT
4853;018017870;2019-01-31;2019-07-12;pl;en;2029-01-31;RĀDVIK
