application_number;application_date;registration_date;application_language_code;second_language_code;expiry_date;name
47270;018142530;2019-10-24;2020-02-08;de;en;2029-10-24;Hygge Fruits
47271;018142532;2019-10-24;2020-10-07;es;en;2029-10-24;NEUROFITNESS
47272;018142535;2019-10-24;2020-02-08;de;en;2029-10-24;GOLDSTEIG Tallero Mozzarella
47273;018142537;2019-10-24;2020-02-07;en;it;2029-10-24;Yalucky
47274;018142541;2019-10-24;2020-02-08;en;de;2029-10-24;Broken Knight Cocktails Company
47275;018142542;2019-10-24;2020-05-22;en;fr;2029-10-24;VERTICA
47276;018142545;2019-10-24;2020-03-07;en;it;2029-10-24;BlueSciTech
47277;018142550;2019-10-24;2020-02-27;en;de;2029-10-24;QUINCY MAE
47278;018142560;2019-10-24;2020-02-08;en;fr;2029-10-24;Arashi
47279;018142561;2019-10-24;2020-02-08;en;de;2029-10-24;Shelandy
47280;018142564;2019-10-24;2020-05-22;es;en;2029-10-24;COMODIUS
47281;018142567;2019-10-24;2020-09-29;de;en;2029-10-24;Handle with Care
47282;018142570;2019-10-24;2020-02-13;de;en;2029-10-24;YSIO X.pree
47283;018142574;2019-10-24;2020-02-27;da;en;2029-10-24;Warwid
47284;018142575;2019-10-24;2020-05-22;de;en;2029-10-24;Gem Shifter
47285;018142580;2019-10-24;2020-02-27;en;it;2029-10-24;MOSQUITO COAST
47286;018142584;2019-10-24;2020-03-26;hu;en;2029-10-24;LOFIS
47287;018142585;2019-10-24;2020-02-08;en;it;2029-10-24;SUSEMSE
47288;018142587;2019-10-24;2020-02-08;de;en;2029-10-24;GEROLAN
47289;018142590;2019-10-24;2020-05-22;de;en;2029-10-24;Ranch-X
47290;018142593;2019-10-24;2020-10-23;fr;en;2029-10-24;OZZY VODKA
47291;018142595;2019-10-24;2020-05-22;nl;en;2029-10-24;A FACIAL IN A GLASS
47292;018142597;2019-10-24;2020-02-08;de;en;2029-10-24;Lily Serail
47293;018142601;2019-10-24;2020-05-22;en;fr;2029-10-24;WELL ONE
47294;018142602;2019-10-24;2020-02-27;sv;en;2029-10-24;RIDESUM
47295;018142610;2019-10-24;2020-02-27;en;it;2029-10-24;TRTL WRAP
47296;018142613;2019-10-24;2020-02-27;en;it;2029-10-24;TRTL NAPWRAP
47297;018142617;2019-10-24;2020-05-22;fr;en;2029-10-24;CITIZENWAVE
47298;018142621;2019-10-24;2020-10-19;en;fr;2029-10-24;nSure.ai
47299;018142622;2019-10-24;2020-07-01;en;it;2029-10-24;SQUEEZE ME HONEY
47300;018142626;2019-10-24;2020-02-27;de;en;2029-10-24;Sentinel-Haus
47301;018142627;2019-10-24;2020-02-11;de;en;2029-10-24;Lobenbergs
47302;018142634;2019-10-24;2020-11-05;en;fr;2029-10-24;DUALITAS
47303;018142635;2019-10-24;2020-02-07;ro;en;2029-10-24;OBSENTUM
47304;018142639;2019-10-24;2020-10-14;en;es;2029-10-24;MINING MAGAZINE
47305;018142641;2019-10-24;2020-02-13;de;en;2029-10-24;drivef-driveg
47306;018142647;2019-10-24;2020-09-03;en;es;2029-10-24;FUTURE OF MINING
47307;018142648;2019-10-24;2020-02-15;fr;en;2029-10-24;AUGURE
47308;018142650;2019-10-24;2020-08-30;en;es;2029-10-24;FUTURE OF MINING
47309;018142656;2019-10-24;2020-02-08;it;en;2029-10-24;YOUFIT
47310;018142657;2019-10-24;2020-02-21;et;en;2029-10-24;tilk!
47311;018142661;2019-10-24;2020-02-27;en;de;2029-10-24;Sembly
47312;018142662;2019-10-25;2020-02-08;en;de;2029-10-25;Ucradle
47313;018142663;2019-10-25;2020-02-08;en;de;2029-10-25;EPCHOO
47314;018142664;2019-10-25;2020-03-04;el;en;2029-10-25;HYBOSUN
47315;018142665;2019-10-25;2020-02-15;el;en;2029-10-25;REVORB
47316;018142673;2019-10-25;2020-02-11;de;en;2029-10-25;DOGFELLOW
47317;018142679;2019-10-25;2020-02-11;de;en;2029-10-25;PETFELLOW
47318;018142684;2019-10-25;2020-03-07;en;es;2029-10-25;APSMILE
47319;018142690;2019-10-25;2020-02-08;en;de;2029-10-25;Dingy Weather
47320;018142691;2019-10-25;2020-02-26;fi;en;2029-10-25;Moka Mera
47321;018142698;2019-10-25;2020-02-08;pt;en;2029-10-25;FoodCam
47322;018142714;2019-10-16;2020-05-22;en;it;2029-10-16;NANAMACS
47323;018142734;2019-10-23;2020-02-05;en;de;2029-10-23;DALS
47324;018142736;2019-10-23;2020-05-22;en;de;2029-10-23;Qmax Neo
47325;018142737;2019-10-23;2020-02-18;it;en;2029-10-23;VIRAL TECH
47326;018142739;2019-10-23;2020-02-26;sv;en;2029-10-23;ArKelo
47327;018142742;2019-10-23;2020-02-19;de;en;2029-10-23;Nattophil
47328;018142743;2019-10-23;2020-02-26;fr;en;2029-10-23;PHILOPHON
47329;018142746;2019-10-23;2020-05-22;es;en;2029-10-23;FERTIBERSOL MagNit
47330;018142749;2019-10-23;2020-05-22;es;en;2029-10-23;FERTIBERSOL Magno
47331;018142750;2019-10-23;2020-02-05;bg;en;2029-10-23;DYNAPHOS
47332;018142756;2019-10-23;2020-03-06;de;en;2029-10-23;PainPrax
47333;018142760;2019-10-23;2020-02-11;es;en;2029-10-23;REVITAGRA
47334;018142764;2019-10-23;2020-02-08;de;en;2029-10-23;RSFT
47335;018142767;2019-10-23;2020-02-26;fr;en;2029-10-23;ROSILLO
47336;018142768;2019-10-23;2020-03-12;en;it;2029-10-23;TWO CUBED
47337;018142769;2019-10-23;2020-03-12;en;it;2029-10-23;LINE 20
47338;018142773;2019-10-23;2020-03-07;en;es;2029-10-23;RISERVA DUCALE ORO
47339;018142774;2019-10-23;2020-02-15;en;it;2029-10-23;Asalted
47340;018142777;2019-10-23;2020-02-15;en;it;2029-10-23;Primal Asalted
47341;018142782;2019-10-23;2020-07-23;en;fr;2029-10-23;POWER KIDS
47342;018142784;2019-10-23;2020-02-05;en;de;2029-10-23;Uncle Herb
47343;018142786;2019-10-23;2020-02-05;es;en;2029-10-23;TeYamoYo
47344;018142790;2019-10-23;2020-05-22;en;fr;2029-10-23;CUDDLE CUBBIES
47345;018142791;2019-10-23;2020-05-22;en;fr;2029-10-23;SCRAMBLED
47346;018142792;2019-10-23;2020-05-22;en;fr;2029-10-23;TOADLLY AWESOME
47347;018142795;2019-10-24;2020-03-03;en;es;2029-10-24;LJSCWH
47348;018142798;2019-10-24;2020-05-22;en;de;2029-10-24;WE BUTCHER BEANS
47349;018142800;2019-10-24;2020-02-08;de;en;2029-10-24;Leggo
47350;018142801;2019-10-24;2020-05-22;de;en;2029-10-24;smartinone
47351;018142803;2019-10-24;2020-03-07;sv;en;2029-10-24;GOLD PRO
47352;018142804;2019-10-24;2020-05-13;en;fr;2029-10-24;VIIV
47353;018142805;2019-10-24;2020-03-10;sv;en;2029-10-24;HIMMELSÖ
47354;018142806;2019-10-24;2020-02-21;en;es;2029-10-24;WOX
47355;018142807;2019-10-24;2020-09-29;fr;en;2029-10-24;SAFEHEAL
47356;018142808;2019-10-24;2020-02-05;en;es;2029-10-24;CORGRACE
47357;018142809;2019-10-24;2020-05-22;nl;en;2029-10-24;FLOWERGRAM
47358;018142810;2019-10-24;2020-02-07;pl;en;2029-10-24;eUp
47359;018142812;2019-10-24;2020-02-11;it;en;2029-10-24;TALES&BAGS
47360;018142813;2019-10-24;2020-02-07;pl;en;2029-10-24;eXee
47361;018142814;2019-10-24;2020-09-29;it;en;2029-10-24;BioMRF
47362;018142815;2019-10-24;2020-02-26;it;en;2029-10-24;CIRCOLOCO
47363;018142817;2019-10-24;2020-02-27;en;it;2029-10-24;SHEARWATER
47364;018142820;2019-10-24;2020-02-21;de;en;2029-10-24;Taniobis
47365;018142825;2019-10-24;2020-02-15;en;fr;2029-10-24;TILEMAKER
47366;018142827;2019-10-24;2020-02-15;en;fr;2029-10-24;NEUBEAM
47367;018142830;2019-10-24;2020-02-08;fr;en;2029-10-24;Swimmy
47368;018142835;2019-10-24;2020-05-22;es;en;2029-10-24;TREELLUM
47369;018142836;2019-10-24;2020-02-22;en;fr;2029-10-24;TYFLUFF
47370;018142839;2019-10-24;2020-02-15;en;fr;2029-10-24;RESATYS
47371;018142840;2019-10-24;2020-02-13;it;en;2029-10-24;Six P.M.
47372;018142842;2019-10-24;2020-02-29;nl;en;2029-10-24;LUGGO
47373;018142847;2019-10-24;2020-02-15;it;en;2029-10-24;GUSTINCANTO
47374;018142850;2019-10-24;2020-05-22;pl;en;2029-10-24;PRIME3
47375;018142851;2019-10-24;2020-02-26;fr;en;2029-10-24;BELAMICH
47376;018142854;2019-10-24;2020-02-26;en;it;2029-10-24;TUTOR AROUND
47377;018142861;2019-10-24;2020-06-16;hu;en;2029-10-24;MINUS11
47378;018142862;2019-10-24;2020-02-27;de;en;2029-10-24;IQUAMED
47379;018142864;2019-10-24;2020-02-05;en;es;2029-10-24;SEE WHAT HAPPENS
47380;018142867;2019-10-24;2020-02-29;de;en;2029-10-24;mibeg
47381;018142868;2019-10-24;2020-02-05;en;es;2029-10-24;JOIN THE SEE WHAT HAPPENS TRY ON
47382;018142869;2019-10-24;2020-02-05;en;es;2029-10-24;ACTIV-FLO
47383;018142870;2019-10-24;2020-02-08;it;en;2029-10-24;BioEnneagramma
47384;018142873;2019-10-24;2020-02-05;en;fr;2029-10-24;CHOCOLATE RABBIT
47385;018142875;2019-10-24;2020-02-13;pl;en;2029-10-24;Social Impact Alliance for Central & Eastern Europe
47386;018142876;2019-10-24;2020-03-10;en;fr;2029-10-24;CAMBRIDGE GLOBAL PAYMENTS
47387;018142877;2019-10-24;2020-06-17;en;it;2029-10-24;STACKS
47388;018142878;2019-10-24;2020-02-27;en;fr;2029-10-24;Where Technology Means More
47389;018142879;2019-10-24;2020-02-08;en;de;2029-10-24;MARCUS AUDIO
47390;018142880;2019-10-24;2020-02-05;de;en;2029-10-24;LOUIS REVOIR
47391;018142883;2019-10-24;2020-02-27;en;it;2029-10-24;SUDSLAB
47392;018142884;2019-10-24;2020-02-15;de;en;2029-10-24;MAJESTRO
47393;018142889;2019-10-24;2020-02-05;pl;en;2029-10-24;SOUND & FEEL
47394;018142891;2019-10-24;2020-02-13;de;en;2029-10-24;ANDREAS BAULIG
47395;018142895;2019-10-24;2020-02-08;it;en;2029-10-24;NON DORMO DA GIORNI
47396;018142896;2019-10-24;2020-02-15;lt;en;2029-10-24;ArgoSept
47397;018142899;2019-10-24;2020-02-15;en;it;2029-10-24;CLARIFILTER
47398;018142900;2019-10-24;2020-05-22;en;de;2029-10-24;IMERSPHERE
47399;018142901;2019-10-24;2020-02-05;es;en;2029-10-24;DECIBELIUM
47400;018142902;2019-10-24;2020-02-07;es;en;2029-10-24;EQUILATER
47401;018142908;2019-10-24;2020-03-11;en;fr;2029-10-24;TRUE A-G SCAN
47402;018142910;2019-10-24;2020-02-08;en;es;2029-10-24;OMG
47403;018142911;2019-10-24;2020-02-08;fr;en;2029-10-24;DOORINSIDER
47404;018142912;2019-10-24;2020-09-02;es;en;2029-10-24;VITROFLEX
47405;018142914;2019-10-24;2020-03-06;lv;en;2029-10-24;EZEICAR
47406;018142920;2019-10-24;2020-07-01;en;fr;2029-10-24;NEXTCURCUMIN
47407;018142922;2019-10-25;2020-02-08;fr;en;2029-10-25;Isra & Miraj
47408;018142924;2019-10-25;2020-02-08;en;de;2029-10-25;JOYXEON
47409;018142928;2019-10-25;2020-03-04;nl;en;2029-10-25;STILT
47410;018142931;2019-10-25;2020-02-08;de;en;2029-10-25;Bromhex-Air
47411;018142933;2019-10-25;2020-03-10;nl;en;2029-10-25;LEGENDARY LIFE
47412;018142934;2019-10-25;2020-02-08;en;de;2029-10-25;HOKOILN
47413;018142935;2019-10-25;2020-02-22;de;en;2029-10-25;NEXTCABI
47414;018142945;2019-10-25;2020-02-08;it;en;2029-10-25;WACIP
47415;018142946;2019-10-25;2020-05-22;fr;en;2029-10-25;EMMANUEL MUSIC
47416;018142948;2019-10-25;2020-02-08;it;en;2029-10-25;MOR-FO
47417;018142949;2019-10-25;2020-06-19;de;en;2029-10-25;AMA-NETWORKS
47418;018142952;2019-10-25;2020-02-27;de;en;2029-10-25;DailyGo
47419;018142953;2019-10-25;2020-02-13;en;de;2029-10-25;ACER PREDATOR
47420;018142954;2019-10-25;2020-06-19;de;en;2029-10-25;AMA-ADVISORS
47421;018142956;2019-10-25;2020-02-29;de;en;2029-10-25;L'MIO
47422;018142957;2019-10-25;2020-02-27;en;es;2029-10-25;TOGETHER DENTAL
47423;018142962;2019-10-25;2020-03-12;en;fr;2029-10-25;gpa GLOBAL
47424;018142964;2019-10-25;2020-03-13;pl;en;2029-10-25;Gripactive
47425;018142968;2019-10-25;2020-02-15;en;it;2029-10-25;BORN FAMOUS
47426;018142972;2019-10-25;2020-02-08;hu;en;2029-10-25;LUNOVYL
47427;018142973;2019-10-25;2020-03-07;es;en;2029-10-25;VIÑA MEIN
47428;018142977;2019-10-25;2020-02-08;de;en;2029-10-25;Zackies
47429;018142979;2019-10-25;2020-02-13;en;it;2029-10-25;AFTERBURNER
47430;018142980;2019-10-25;2020-02-13;en;it;2029-10-25;APPLE AFTERBURNER
47431;018142982;2019-10-25;2020-05-22;en;es;2029-10-25;Group Play
47432;018142994;2019-10-22;2020-02-05;en;de;2029-10-22;welsitik
47433;018143014;2019-10-22;2020-05-22;de;en;2029-10-22;FERBOX
47434;018143074;2019-01-30;2019-10-23;en;fr;2029-01-30;SKILLZY
47435;018143077;2019-10-24;2020-02-21;en;fr;2029-10-24;TINIEST FOOTPRINT
47436;018143081;2019-10-24;2020-07-01;da;en;2029-10-24;Scandi Byg
47437;018143085;2019-10-24;2020-02-05;en;de;2029-10-24;LInC
47438;018143086;2019-10-24;2020-02-27;en;fr;2029-10-24;W-MEDPHYS
47439;018143088;2019-10-24;2020-02-08;it;en;2029-10-24;ARSO
47440;018143089;2019-10-24;2020-05-22;it;en;2029-10-24;CARRUBO
47441;018143090;2019-10-24;2020-03-07;it;en;2029-10-24;RIBOLA
47442;018143093;2019-10-24;2020-05-22;en;de;2029-10-24;DAHLTRAM
47443;018143096;2019-10-24;2020-03-07;es;en;2029-10-24;EMILIO ROJO
47444;018143098;2019-10-24;2020-02-21;fr;en;2029-10-24;LES MÈRES LYONNAISES
47445;018143099;2019-10-24;2020-02-05;en;fr;2029-10-24;WINGOAL
47446;018143101;2019-10-24;2020-02-08;en;it;2029-10-24;KEEHOM
47447;018143102;2019-10-24;2020-03-07;nl;en;2029-10-24;FFIQS
47448;018143105;2019-10-24;2020-03-11;fr;en;2029-10-24;AGAPONIA
47449;018143106;2019-10-24;2020-02-11;de;en;2029-10-24;VNZ Punch
47450;018143108;2019-10-24;2020-02-08;de;en;2029-10-24;LactoLevel
47451;018143111;2019-10-24;2020-02-26;en;it;2029-10-24;REFINITIV WORKSPACE
47452;018143112;2019-10-24;2020-03-07;nl;en;2029-10-24;TTOPSTART
47453;018143116;2019-10-24;2020-03-07;nl;en;2029-10-24;ARTTIC
47454;018143117;2019-10-24;2020-02-15;nl;en;2029-10-24;CARMEN ALTARIA
47455;018143119;2019-10-24;2020-02-08;en;de;2029-10-24;MONEA
47456;018143121;2019-10-24;2020-03-06;en;fr;2029-10-24;DURAGLOSS
47457;018143126;2019-10-24;2020-02-08;fr;en;2029-10-24;MONTAÑO OILS
47458;018143128;2019-10-24;2020-02-27;en;de;2029-10-24;RENDEX
47459;018143133;2019-10-25;2020-02-27;de;en;2029-10-25;POLYDRESS TopNet
47460;018143135;2019-10-25;2020-03-03;de;en;2029-10-25;4K5
47461;018143136;2019-10-25;2020-02-08;en;fr;2029-10-25;Cambofoto
47462;018143140;2019-10-25;2020-05-22;de;en;2029-10-25;Silja-Cup
47463;018143141;2019-10-25;2020-02-29;nl;en;2029-10-25;Pure Life Carbon
47464;018143145;2019-10-25;2020-02-15;nl;en;2029-10-25;LIBERO
47465;018143149;2019-10-25;2020-02-27;en;de;2029-10-25;HOT GIRL MEG
47466;018143150;2019-10-25;2020-02-27;en;de;2029-10-25;MEGAN THEE STALLION
47467;018143152;2019-10-25;2020-02-13;en;de;2029-10-25;XALIBUR
47468;018143153;2019-10-25;2020-03-07;es;en;2029-10-25;ROMEO Y JULIETA
47469;018143156;2019-12-06;2020-05-22;da;de;2029-12-06;charify.me
47470;018143157;2019-10-25;2020-02-08;en;es;2029-10-25;Colour master
47471;018143161;2019-10-25;2020-02-29;en;it;2029-10-25;THE APARTMENT
47472;018143163;2019-10-25;2020-05-22;en;de;2029-10-25;Virtual Wave Buoy
47473;018143165;2019-10-25;2020-02-08;en;de;2029-10-25;TZCH
47474;018143166;2019-10-25;2020-02-27;nl;en;2029-10-25;Commodore
47475;018143167;2019-10-25;2020-02-15;en;fr;2029-10-25;HARPER MACLEOD
47476;018143170;2019-10-25;2020-02-08;pt;en;2029-10-25;DELTA Q MYTHIQ
47477;018143173;2019-10-25;2020-02-08;en;it;2029-10-25;WADEO
47478;018143174;2019-10-25;2020-02-08;pt;en;2029-10-25;DELTA Q ROAST COLLECTION
47479;018143175;2019-10-25;2020-02-27;sv;en;2029-10-25;THE GLOBE OF ACTION
47480;018143176;2019-10-25;2020-02-08;en;it;2029-10-25;MYPIN
47481;018143178;2019-10-25;2020-02-13;de;en;2029-10-25;PowerMax
47482;018143180;2019-10-25;2020-02-27;en;de;2029-10-25;What's Smart Factory?
47483;018143182;2019-10-25;2020-06-03;es;en;2029-10-25;FCC MEDIOAMBIENTE
47484;018143184;2019-10-25;2020-02-27;de;en;2029-10-25;BLAXX
47485;018143186;2019-10-25;2020-05-22;nl;en;2029-10-25;WIERDO
47486;018143187;2019-10-25;2020-02-27;en;it;2029-10-25;SYNPACK
47487;018143190;2019-10-25;2020-02-08;en;de;2029-10-25;koentenn
47488;018143192;2019-10-25;2020-02-13;pl;en;2029-10-25;Grausch i Grausch Maszyny Budowlane
47489;018143194;2019-10-25;2020-02-18;fr;en;2029-10-25;SHARED INTEREST BUSINESS APPROACH
47490;018143196;2019-10-25;2020-02-08;pt;en;2029-10-25;DELTA Q SWEET QOFFEE
47491;018143197;2019-10-25;2020-02-08;pt;en;2029-10-25;DELTA Q QUORUM QONNECT
47492;018143199;2019-10-25;2020-02-08;pt;en;2029-10-25;DELTA Q EQO
47493;018143200;2019-10-25;2020-02-15;es;en;2029-10-25;iKnock
47494;018143201;2019-10-25;2020-02-21;sv;en;2029-10-25;MARC LILY
47495;018143202;2019-10-25;2020-02-26;de;en;2029-10-25;BERSERKER COFFEE CO.
47496;018143204;2019-10-25;2020-02-27;en;fr;2029-10-25;CRYOMAC
47497;018143205;2019-10-25;2020-05-22;fr;en;2029-10-25;Vileoga
47498;018143208;2019-10-25;2020-02-11;fr;en;2029-10-25;Louise et Lucien
47499;018143209;2019-10-25;2020-02-26;de;en;2029-10-25;HYDROSNACK
47500;018143212;2019-10-25;2020-02-27;en;de;2029-10-25;BORG
47501;018143213;2019-10-25;2020-02-13;en;fr;2029-10-25;SIMPLY POPP’T
47502;018143217;2019-10-25;2020-02-26;de;en;2029-10-25;AQUASNACK
47503;018143219;2019-10-25;2020-02-08;en;de;2029-10-25;TOMcode
47504;018143221;2019-10-25;2020-02-26;de;en;2029-10-25;AQUATREAT
47505;018143222;2019-10-25;2020-05-22;de;en;2029-10-25;Hide a pill
47506;018143226;2019-10-25;2020-02-26;de;en;2029-10-25;HYDROTREAT
47507;018143227;2019-10-25;2020-02-26;de;en;2029-10-25;HYDROFOOD
47508;018143229;2019-10-25;2020-03-04;en;fr;2029-10-25;LIFETHERAPY
47509;018143243;2019-10-26;2020-03-13;de;en;2029-10-26;IP Verpackungen
47510;018143244;2019-10-26;2020-02-08;en;fr;2029-10-26;VAYYU
47511;018143247;2019-10-26;2020-11-17;it;en;2029-10-26;Meeico
47512;018143248;2019-10-26;2020-02-11;it;en;2029-10-26;ATELBOR
47513;018143251;2019-10-27;2020-02-08;en;it;2029-10-27;MNT
47514;018143253;2019-10-27;2020-05-22;en;it;2029-10-27;accucities
47515;018143254;2019-10-27;2020-03-11;en;it;2029-10-27;goggleboxxx
47516;018143255;2019-10-27;2020-02-08;fr;en;2029-10-27;remmotorcycle
47517;018143257;2019-10-27;2020-02-08;fr;en;2029-10-27;MALHYA
47518;018143259;2019-10-27;2020-02-08;de;en;2029-10-27;Urban Menus
47519;018143261;2019-10-27;2020-02-08;it;en;2029-10-27;Venice
47520;018143262;2019-10-27;2020-02-11;en;de;2029-10-27;Naturally Fiji
47521;018143264;2019-10-28;2020-05-27;de;en;2029-10-28;HeliaFab
47522;018143265;2019-10-28;2020-02-11;en;de;2029-10-28;NAMBOSI
47523;018143266;2019-10-28;2020-02-11;en;fr;2029-10-28;LING SHUIWEN
47524;018143268;2019-10-28;2020-02-27;de;en;2029-10-28;NovaPlan
47525;018143271;2019-10-28;2020-02-13;en;fr;2029-10-28;SURVIVING
47526;018143274;2019-10-28;2020-02-27;de;en;2029-10-28;SURFACE COLOR SYSTEM
47527;018143276;2019-10-28;2020-02-29;fr;en;2029-10-28;CONTESTAGE
47528;018143278;2019-10-28;2020-02-11;en;de;2029-10-28;AINUOEY
47529;018143281;2019-10-28;2020-02-15;fr;en;2029-10-28;RUMEURS
47530;018143283;2019-10-28;2020-02-27;en;it;2029-10-28;AirTurbo
47531;018143286;2019-10-28;2020-05-22;de;en;2029-10-28;CREMOUS
47532;018143288;2019-10-28;2020-02-11;de;en;2029-10-28;GOALENT
47533;018143290;2019-10-28;2020-05-22;da;en;2029-10-28;JUULPOD
47534;018143291;2019-10-28;2020-02-27;de;en;2029-10-28;Aesculap Aeos
47535;018143292;2019-10-28;2020-02-18;en;de;2029-10-28;heywell
47536;018143299;2019-10-28;2020-05-22;de;en;2029-10-28;feinsinn
47537;018143301;2019-10-28;2020-05-22;en;de;2029-10-28;ThinkQ
47538;018143302;2019-10-28;2020-05-22;en;de;2029-10-28;ThanQ
47539;018143306;2019-10-28;2020-05-22;de;en;2029-10-28;EXAL
47540;018143313;2019-10-28;2020-02-11;en;fr;2029-10-28;PV-CLEAR
47541;018143314;2019-10-28;2020-05-22;da;en;2029-10-28;KaFe Rocks
47542;018143319;2019-10-28;2020-02-29;fr;en;2029-10-28;DRONERS
47543;018143320;2019-10-28;2020-02-27;en;de;2029-10-28;POLY STUDIO
47544;018143415;2019-10-25;2020-02-29;de;en;2029-10-25;Hager+Elsässer
47545;018143417;2019-10-25;2020-02-08;en;fr;2029-10-25;MissHeel
47546;018143418;2019-10-25;2020-02-07;en;fr;2029-10-25;SOME LIKE IT HOT
47547;018143419;2019-10-25;2020-02-27;fi;en;2029-10-25;ADE
47548;018143420;2019-10-25;2020-09-30;de;en;2029-10-25;BELAVI
47549;018143421;2019-10-25;2020-02-27;en;es;2029-10-25;GSKAIWEN
47550;018143422;2019-10-25;2020-09-01;fi;en;2029-10-25;ADK
47551;018143423;2019-10-25;2020-02-21;en;fr;2029-10-25;DOSEASSURE
47552;018143424;2019-10-25;2020-02-29;fr;en;2029-10-25;APPENIN
47553;018143426;2019-10-25;2020-02-27;fi;en;2029-10-25;AHK
47554;018143427;2019-10-25;2020-05-22;en;fr;2029-10-25;POSITIVE BY DESIGN
47555;018143428;2019-10-25;2020-02-08;en;de;2029-10-25;Stiki
47556;018143429;2019-10-25;2020-02-27;fi;en;2029-10-25;APK
47557;018143430;2019-10-25;2020-05-22;fr;en;2029-10-25;TEMPETE STUDIO
47558;018143434;2019-10-25;2020-02-27;fi;en;2029-10-25;AHP
47559;018143435;2019-10-25;2020-02-11;it;en;2029-10-25;Sadial7
47560;018143436;2019-10-25;2020-09-30;pl;en;2029-10-25;Just Paul
47561;018143437;2019-10-25;2020-02-27;fi;en;2029-10-25;ALP
47562;018143438;2019-10-25;2020-02-27;fi;en;2029-10-25;ARJ
47563;018143441;2019-10-25;2020-02-27;fi;en;2029-10-25;AOK
47564;018143442;2019-10-25;2020-02-27;fr;en;2029-10-25;IONIFIC
47565;018143448;2019-10-25;2020-02-08;es;en;2029-10-25;ANQUOR
47566;018143449;2019-10-25;2020-02-13;es;en;2029-10-25;WISESIDE
47567;018143450;2019-10-25;2020-02-13;da;en;2029-10-25;TRACELINK
47568;018143451;2019-10-25;2020-02-21;en;es;2029-10-25;Infinite Lagrange
47569;018143454;2019-10-25;2020-03-12;es;en;2029-10-25;CASA BONA FINEZZA
47570;018143455;2019-10-25;2020-02-15;da;en;2029-10-25;SILLY
47571;018143457;2019-10-25;2020-02-27;fi;en;2029-10-25;LOADCORE
47572;018143459;2019-10-25;2020-02-27;it;en;2029-10-25;MARTA SCARAMPI
47573;018143460;2019-10-25;2020-02-26;hu;en;2029-10-25;MTRC
47574;018143461;2019-10-25;2020-02-19;en;de;2029-10-25;LABOPERATOR
47575;018143462;2019-10-25;2020-02-15;da;en;2029-10-25;GOOMI GUM
47576;018143463;2019-10-25;2020-10-28;it;en;2029-10-25;MICROBOND
47577;018143467;2019-10-25;2020-03-03;sv;en;2029-10-25;HELLNER
47578;018143470;2019-10-25;2020-03-03;de;en;2029-10-25;jung.ly
47579;018143471;2019-10-25;2020-02-08;it;en;2029-10-25;MONGLAS
47580;018143472;2019-10-25;2020-02-08;en;fr;2029-10-25;Energy is Beautiful
47581;018143474;2019-10-25;2020-02-26;en;de;2029-10-25;BALLTRACKER
47582;018143475;2019-10-25;2020-02-18;fi;en;2029-10-25;OK-WINDER
47583;018143476;2019-10-25;2020-02-27;en;fr;2029-10-25;EIS
47584;018143477;2019-10-25;2020-02-27;en;fr;2029-10-25;PROFUME
47585;018143478;2019-10-25;2020-02-26;en;fr;2029-10-25;VIKANE
47586;018143482;2019-10-25;2020-02-08;fr;en;2029-10-25;beddy-bye
47587;018143483;2019-10-25;2020-02-27;sv;en;2029-10-25;Salver
47588;018143484;2019-10-25;2020-02-21;en;de;2029-10-25;DELTA
47589;018143485;2019-10-25;2020-06-06;de;en;2029-10-25;4smarts
47590;018143491;2019-10-25;2020-03-03;es;en;2029-10-25;TXUPINAZO
47591;018143492;2019-10-25;2020-09-29;de;en;2029-10-25;JOE BLOGGS
47592;018143495;2019-10-25;2020-02-11;de;en;2029-10-25;DAIXI
47593;018143496;2019-10-26;2020-02-08;en;fr;2029-10-26;WingFly
47594;018143497;2019-10-26;2020-05-22;de;en;2029-10-26;Trend
47595;018143498;2019-10-26;2020-05-22;de;en;2029-10-26;beautylight
47596;018143499;2019-10-26;2020-05-22;de;en;2029-10-26;beautylight plus
47597;018143505;2019-10-26;2020-02-08;en;fr;2029-10-26;Don't Die Wondering
47598;018143506;2019-10-26;2020-02-27;en;de;2029-10-26;JOUSMOR
47599;018143508;2019-10-27;2020-02-13;es;en;2029-10-27;Zenential
47600;018143510;2019-10-27;2020-02-08;fr;en;2029-10-27;ANKAGREEN
47601;018143517;2019-10-27;2020-02-18;en;fr;2029-10-27;LONDON TOWER
47602;018143524;2019-10-28;2020-02-27;sl;en;2029-10-28;Luxy
47603;018143526;2019-10-28;2020-02-13;it;en;2029-10-28;TIGELLA MONELLA
47604;018143528;2019-10-28;2020-02-27;en;es;2029-10-28;MOTRYX
47605;018143533;2019-10-28;2020-02-27;fr;en;2029-10-28;NAUSIGreen
47606;018143534;2019-10-28;2020-09-11;de;en;2029-10-28;Bellobene
47607;018143535;2019-10-28;2020-05-22;nl;en;2029-10-28;Progé
47608;018143538;2019-10-28;2020-05-22;en;es;2029-10-28;Actlyzer
47609;018143541;2019-10-28;2020-02-27;en;es;2029-10-28;VITALVIAL
47610;018143546;2019-10-28;2020-02-08;en;es;2029-10-28;Delica
47611;018143547;2019-10-28;2020-02-11;de;en;2029-10-28;Maxner
47612;018143549;2019-10-28;2020-02-18;fi;en;2029-10-28;RATAMO
